Distance_(µm),Gray_Value
717.599975586,25.804727554
718.250000000,26.573431015
718.900024414,27.216108322
719.549987793,27.570541382
720.200012207,27.583240509
720.849975586,27.366111755
721.500000000,27.075267792
722.150024414,26.721574783
722.799987793,26.387847900
723.450012207,26.115228653
724.099975586,25.821424484
724.750000000,25.788196564
725.400024414,25.947467804
726.049987793,25.888772964
726.700012207,25.845857620
727.349975586,25.873456955
728.000000000,25.876441956
728.650024414,25.708501816
729.299987793,25.626478195
729.950012207,25.550558090
730.599975586,25.532350540
731.250000000,26.056678772
731.900024414,27.054088593
732.549987793,27.820888519
733.200012207,28.465539932
733.849975586,29.067876816
734.500000000,29.647504807
735.150024414,29.701984406
735.799987793,29.446420670
736.450012207,29.218780518
737.099975586,28.948766708
737.750000000,28.612209320
738.400024414,27.995626450
739.049987793,27.460304260
739.700012207,26.916366577
740.349975586,26.635351181
741.000000000,26.272277832
741.650024414,25.872219086
742.299987793,25.685857773
742.950012207,25.409828186
743.599975586,25.125867844
744.250000000,25.223880768
744.900024414,25.526584625
745.549987793,24.960632324
746.200012207,24.410640717
746.849975586,24.564672470
747.500000000,24.804826736
748.150024414,25.012685776
748.799987793,25.365856171
749.450012207,25.898963928
750.099975586,26.477291107
750.750000000,26.347129822
751.400024414,25.717575073
